benchmark_id,model_type,method,seed,split,row_count,rmse,mae,pearson_r,spearman_r,runtime_seconds,skipped,skip_reason,hyperparameters
sparse_b1,marginal,elastic_net,7,test,0,,,,,0.02084599994122982,True,no_rows_for_split,"{""alpha"": 0.001, ""cv_folds"": 5, ""l1_ratio"": 0.9}"
sparse_b1,marginal,elastic_net,7,train,12,,,,,0.02084599994122982,False,,"{""alpha"": 0.001, ""cv_folds"": 5, ""l1_ratio"": 0.9}"
sparse_b1,marginal,elastic_net,7,val,3,,,,,0.02084599994122982,False,,"{""alpha"": 0.001, ""cv_folds"": 5, ""l1_ratio"": 0.9}"
sparse_b1,marginal,elastic_net,11,test,0,,,,,0.020564084057696164,True,no_rows_for_split,"{""alpha"": 0.001, ""cv_folds"": 5, ""l1_ratio"": 0.9}"
sparse_b1,marginal,elastic_net,11,train,12,,,,,0.020564084057696164,False,,"{""alpha"": 0.001, ""cv_folds"": 5, ""l1_ratio"": 0.9}"
sparse_b1,marginal,elastic_net,11,val,3,,,,,0.020564084057696164,False,,"{""alpha"": 0.001, ""cv_folds"": 5, ""l1_ratio"": 0.9}"
sparse_b1,marginal,elastic_net,19,test,0,,,,,0.020497500081546605,True,no_rows_for_split,"{""alpha"": 0.001, ""cv_folds"": 5, ""l1_ratio"": 0.9}"
sparse_b1,marginal,elastic_net,19,train,12,,,,,0.020497500081546605,False,,"{""alpha"": 0.001, ""cv_folds"": 5, ""l1_ratio"": 0.9}"
sparse_b1,marginal,elastic_net,19,val,3,,,,,0.020497500081546605,False,,"{""alpha"": 0.001, ""cv_folds"": 5, ""l1_ratio"": 0.9}"
sparse_b1,marginal,gam,7,test,0,,,,,0.04545129195321351,True,no_rows_for_split,"{""best_lam"": 0.1, ""cv_folds"": 5}"
sparse_b1,marginal,gam,7,train,12,,,,,0.04545129195321351,False,,"{""best_lam"": 0.1, ""cv_folds"": 5}"
sparse_b1,marginal,gam,7,val,3,,,,,0.04545129195321351,False,,"{""best_lam"": 0.1, ""cv_folds"": 5}"
sparse_b1,marginal,gam,11,test,0,,,,,0.04366858408320695,True,no_rows_for_split,"{""best_lam"": 0.1, ""cv_folds"": 5}"
sparse_b1,marginal,gam,11,train,12,,,,,0.04366858408320695,False,,"{""best_lam"": 0.1, ""cv_folds"": 5}"
sparse_b1,marginal,gam,11,val,3,,,,,0.04366858408320695,False,,"{""best_lam"": 0.1, ""cv_folds"": 5}"
sparse_b1,marginal,gam,19,test,0,,,,,0.04365100001450628,True,no_rows_for_split,"{""best_lam"": 0.1, ""cv_folds"": 5}"
sparse_b1,marginal,gam,19,train,12,,,,,0.04365100001450628,False,,"{""best_lam"": 0.1, ""cv_folds"": 5}"
sparse_b1,marginal,gam,19,val,3,,,,,0.04365100001450628,False,,"{""best_lam"": 0.1, ""cv_folds"": 5}"
sparse_b1,marginal,xgboost,7,test,0,,,,,0.07306920900009573,True,no_rows_for_split,"{""cv_folds"": 5, ""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 80}"
sparse_b1,marginal,xgboost,7,train,12,,,,,0.07306920900009573,False,,"{""cv_folds"": 5, ""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 80}"
sparse_b1,marginal,xgboost,7,val,3,,,,,0.07306920900009573,False,,"{""cv_folds"": 5, ""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 80}"
sparse_b1,marginal,xgboost,11,test,0,,,,,0.07369504100643098,True,no_rows_for_split,"{""cv_folds"": 5, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 80}"
sparse_b1,marginal,xgboost,11,train,12,,,,,0.07369504100643098,False,,"{""cv_folds"": 5, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 80}"
sparse_b1,marginal,xgboost,11,val,3,,,,,0.07369504100643098,False,,"{""cv_folds"": 5, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 80}"
sparse_b1,marginal,xgboost,19,test,0,,,,,0.07134816702455282,True,no_rows_for_split,"{""cv_folds"": 5, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 80}"
sparse_b1,marginal,xgboost,19,train,12,,,,,0.07134816702455282,False,,"{""cv_folds"": 5, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 80}"
